utc_date,caid,census_block_group
2023-01-19,00350c274116460392a7bfa170fe050dc4acda24127de1545d5a451b59630b6f,
2024-07-28,0036611dde03f5b1489788645dee84d4d024882dcd64cc62ce60efdb30c43201,090093481111
2024-08-04,0036611dde03f5b1489788645dee84d4d024882dcd64cc62ce60efdb30c43201,090093481111
2024-08-11,0036611dde03f5b1489788645dee84d4d024882dcd64cc62ce60efdb30c43201,090093481111
2024-10-06,0036611dde03f5b1489788645dee84d4d024882dcd64cc62ce60efdb30c43201,090093481111
2023-10-06,0039532947d0db6f013774fdad533f97ed057cd843044b8fcedca81e58eaff7c,090034771023
2023-08-19,003bc32eded16be19c053cf70579430675d65dba739ccc159acb162f9c65b8b1,090053105001
2023-09-09,003bc32eded16be19c053cf70579430675d65dba739ccc159acb162f9c65b8b1,090053105001
2023-09-10,003bc32eded16be19c053cf70579430675d65dba739ccc159acb162f9c65b8b1,090053105001
2024-08-06,003c5b2cd61be338584afba643cf5cd81113518916418ab63c77f0f5e0230afc,090117012001
2024-11-05,003c5b2cd61be338584afba643cf5cd81113518916418ab63c77f0f5e0230afc,090117012001
2023-09-03,003f97ce50ce29aaa7ea144a64518b64e14790cc909de52f13929298e9464cf5,090034663004
2023-08-20,00405052833b3f8588616447e2d2e32eb984f45439ab4fe4f48e406a40f7277a,340258065032
2024-06-16,00411866e47913f995fe5f322e581d83d5e742cc53f3f66b717ac60a723d8b01,
2020-09-23,00431c829a1cd60e734cb81cf761a0a76f445cbdcee27e54a199e2c2a5f81ad0,090012104002
2019-07-06,004324a3c22bb17e432ca639e84674d317f44d276fc9c5d0f7a8a01ed67edb69,090053491003
2024-07-27,0044ece553b9c8dae861f025af2ddec1cabfbbf55daf66123bfd3d4aede4182c,090034621021
2024-08-03,0044ece553b9c8dae861f025af2ddec1cabfbbf55daf66123bfd3d4aede4182c,090034621021
2024-08-10,0044ece553b9c8dae861f025af2ddec1cabfbbf55daf66123bfd3d4aede4182c,090034621021
2024-10-05,0044ece553b9c8dae861f025af2ddec1cabfbbf55daf66123bfd3d4aede4182c,090034621021
2023-04-10,0047602d9cd334393eab732f2a9baa2bd787f0934c50b839db6067b1a7f22c54,361190103003
2023-04-13,0047602d9cd334393eab732f2a9baa2bd787f0934c50b839db6067b1a7f22c54,361190103003
2023-04-18,0047602d9cd334393eab732f2a9baa2bd787f0934c50b839db6067b1a7f22c54,361190103003
2023-04-19,0047602d9cd334393eab732f2a9baa2bd787f0934c50b839db6067b1a7f22c54,361190103003
2023-12-05,00497e3e85e56022bbb48412e18c4f383dd68e5d23b6e338ac58530d495108e4,090053108031
2024-02-25,00497e3e85e56022bbb48412e18c4f383dd68e5d23b6e338ac58530d495108e4,090053108031
2024-08-06,00497e3e85e56022bbb48412e18c4f383dd68e5d23b6e338ac58530d495108e4,090053108031
2024-08-20,00497e3e85e56022bbb48412e18c4f383dd68e5d23b6e338ac58530d495108e4,090053108031
2024-12-03,00497e3e85e56022bbb48412e18c4f383dd68e5d23b6e338ac58530d495108e4,090053108031
2024-12-17,00497e3e85e56022bbb48412e18c4f383dd68e5d23b6e338ac58530d495108e4,090053108031
2024-01-02,004cd19e6e924007a8ab8e118f3804b9f5b6adcbf98c39e26df9123c21249b77,
2024-01-19,004cd19e6e924007a8ab8e118f3804b9f5b6adcbf98c39e26df9123c21249b77,
2024-01-29,004cd19e6e924007a8ab8e118f3804b9f5b6adcbf98c39e26df9123c21249b77,
2024-02-01,004cd19e6e924007a8ab8e118f3804b9f5b6adcbf98c39e26df9123c21249b77,
2024-02-08,004cd19e6e924007a8ab8e118f3804b9f5b6adcbf98c39e26df9123c21249b77,
2024-02-09,004cd19e6e924007a8ab8e118f3804b9f5b6adcbf98c39e26df9123c21249b77,
2023-06-16,004efe9489354fff9710a4d3f11d85ac93c342206abf51c17b2db627912b8821,
2019-06-22,004f534cb11bf340b4b5b72f31edaffd25989760b4142d7e3b0cb3aa10f43b0f,250138003002
2019-08-02,0053bf50d5e43e85c53bdf1851a8aa4e4b7700bdb06caef8452112893117fec2,090093451001
2024-11-20,00561115ec0110b09d345effdf774dc6322bfbbe2f1ba4e51d2773d891a84dc1,
2023-08-26,0058e44aed5cad6c1c059c1953caccf8d76eca268a372835123cec47b8b334aa,090075601003
2024-12-15,005a0da0e91f6e907b5b402681e932db02c7edd97883ab204672173e115f937a,090091656004
2024-08-02,0061a5770184b8976f662863e76b487f39dee310d54ac5bb4a9f1ef9c13a9d65,250277561012
2024-12-13,0061a5770184b8976f662863e76b487f39dee310d54ac5bb4a9f1ef9c13a9d65,250277561012
2023-07-14,0067bb06cc6f21d411df70c046a48912040eb7919d93d71a52f0952f65177d41,
2020-08-30,0067d35a860c74a92e046623e97d8f5b919daa96a117f856973b3814f4e2d952,
2023-08-19,006875003c5ed6081efb1533e75781a4dca14e306a5fa1b778cd2b5eb3069e22,250138132081
2023-08-20,006875003c5ed6081efb1533e75781a4dca14e306a5fa1b778cd2b5eb3069e22,250138132081
2023-02-10,0069532ce3ccc3be3c373e8f7a6a7430f90433cb3a1eedb61ba05b9dbdd13635,090075501002
2024-09-27,006b1bf07c1b3b6b798b253e567b4e9eb18f263c6d7cf0ea1f14221902406f17,090117011005
2024-10-31,006b1bf07c1b3b6b798b253e567b4e9eb18f263c6d7cf0ea1f14221902406f17,090117011005
2024-11-08,006b1bf07c1b3b6b798b253e567b4e9eb18f263c6d7cf0ea1f14221902406f17,090117011005
2024-07-19,006b442c2d6aef26553293b3909531567b4f352653987758b1e25d14920f66a9,
2024-08-02,006b442c2d6aef26553293b3909531567b4f352653987758b1e25d14920f66a9,
2024-08-09,006b442c2d6aef26553293b3909531567b4f352653987758b1e25d14920f66a9,
2024-08-16,006b442c2d6aef26553293b3909531567b4f352653987758b1e25d14920f66a9,
2024-11-08,006b442c2d6aef26553293b3909531567b4f352653987758b1e25d14920f66a9,
2020-08-21,006e90bbadecbb083b7e8723bd574c66825b97fe04cf6c589c4b7d3148324852,250138132061
2023-01-28,0071113742da8895d1925be6f0301387c21aa468256d3ee52aeefeeb39dc82a7,
2023-07-24,007115808d37e31817655e18f588af828f2e38ebd1f21bd04997ab03fa02ba34,090034056003
2023-08-01,007115808d37e31817655e18f588af828f2e38ebd1f21bd04997ab03fa02ba34,090034056003
2024-08-26,007115808d37e31817655e18f588af828f2e38ebd1f21bd04997ab03fa02ba34,090034056003
2024-09-02,007115808d37e31817655e18f588af828f2e38ebd1f21bd04997ab03fa02ba34,090034056003
2024-09-16,007115808d37e31817655e18f588af828f2e38ebd1f21bd04997ab03fa02ba34,090034056003
2024-11-06,00721310c303c3c3d23da654cdae103bb95033453d27a70fc5669b8f59f53208,090091843001
2023-04-24,0076ebbaada47c700ddf9939eb9778e706fa8e0d0f96f490f9160ff65bc144a7,090116909004
2024-09-23,0076ebbaada47c700ddf9939eb9778e706fa8e0d0f96f490f9160ff65bc144a7,361031466123
2024-09-30,0076ebbaada47c700ddf9939eb9778e706fa8e0d0f96f490f9160ff65bc144a7,361031466123
2024-11-18,0076ebbaada47c700ddf9939eb9778e706fa8e0d0f96f490f9160ff65bc144a7,361031466123
2024-08-12,0077065905f48450d8c11d2ec207b8a6610f97bdd6ceb8be46e632aba9950436,090091862003
2024-10-07,0077065905f48450d8c11d2ec207b8a6610f97bdd6ceb8be46e632aba9950436,090091862003
2024-09-28,0078cfbf56221fc168049196cf9ab771ebf60f479e99ad3ac61dfb584f3752e8,090034974002
2024-11-09,0078cfbf56221fc168049196cf9ab771ebf60f479e99ad3ac61dfb584f3752e8,090034974002
2023-08-19,00790021bda5344851f64476f82aa90830400d78839e64810717820f9282734c,090012305011
2023-08-20,00790021bda5344851f64476f82aa90830400d78839e64810717820f9282734c,090012305011
2024-07-07,00791ac7a99649f3b63859b56949dee5ff1905d4947f282f3d048164cdb9fe8e,250277521002
2024-07-21,00791ac7a99649f3b63859b56949dee5ff1905d4947f282f3d048164cdb9fe8e,250277521002
2024-07-28,00791ac7a99649f3b63859b56949dee5ff1905d4947f282f3d048164cdb9fe8e,250277521002
2024-09-29,00791ac7a99649f3b63859b56949dee5ff1905d4947f282f3d048164cdb9fe8e,250277521002
2024-11-17,00791ac7a99649f3b63859b56949dee5ff1905d4947f282f3d048164cdb9fe8e,250277521002
2024-11-27,00791ac7a99649f3b63859b56949dee5ff1905d4947f282f3d048164cdb9fe8e,250277521002
2024-12-22,00791ac7a99649f3b63859b56949dee5ff1905d4947f282f3d048164cdb9fe8e,250277521002
2024-10-05,00798b3107197ca9a964e169e59867530dcc95cb357b933d437745304d4e9b02,090075601001
2019-08-17,007ac3b2ff287fc04cc073f8800225db41d6fdd238f2d0b5f6d4ce8ca708f75b,
2019-08-24,007b5b9d2f1dc19fd66538b42793841211f0f3ef561c89fda7b36ef36a99f09e,
2023-03-04,007c26347c708a740b3793b64877386c8b4cd501153ad60974f8be561fdc7854,090010218012
2024-07-28,00804984b08b2c2ad626c3b0906af6eecf403dbfbc24e11ef5b8909e39692f79,360050436001
2019-04-26,0081be91e3a0e8dc9e46976dcfe43d5ba08498e561e540247fb79b487d2dc7c1,090093611001
2022-12-17,0088be598af4b3c87ea516fcec555c967b01afcd7b9ded269be8b0eb68d757db,
2022-12-18,0088be598af4b3c87ea516fcec555c967b01afcd7b9ded269be8b0eb68d757db,
2022-12-31,008d4a1ea188ad57206f9a573a9f3dd758339ecae31cca615d47f69956c85cc8,090035247002
2024-07-22,008d86d29d468c0b8dd8824123181193fcdd4d17d63c2fcc6cb05833244b94f0,090052532002
2024-11-25,008d86d29d468c0b8dd8824123181193fcdd4d17d63c2fcc6cb05833244b94f0,090052532002
2023-03-05,008da21e2a1c748ea3b3b8ff0971de7a20fe1b741afa7522a02c670041b7bae7,
2022-12-24,008e9e93ebcc320ad1db169a124bd2b2c7eb3236cf3b093e04f204418280b295,
2019-05-07,008ed8198b1c9b9ac015b591ec737c65145105e27f0e2013a1b9add50e9a5b6d,090093451004
2023-02-19,00905917467cc64f009f75e4630a673dde804e0d91688a7c48ebc6c4232630a8,
2022-11-11,0094ca1a92f3ca71344ae369fa38e6af12a7f17c354d8f70a7a204435845732b,090093433001
2022-11-14,0094ca1a92f3ca71344ae369fa38e6af12a7f17c354d8f70a7a204435845732b,090093433001
2023-04-22,0095c3215aaa60f4afd9e2422a2d71d6dffa2d0bc2183ff163fe6dd14a29809f,
2023-08-13,00984aad414fc7bd3b986173c4d5f0d492b33b4aedaafc0aa4e3cb4ac5682a45,090091571001
2023-08-14,00984aad414fc7bd3b986173c4d5f0d492b33b4aedaafc0aa4e3cb4ac5682a45,090091571001
2024-07-31,009b12c5e33246197e392c9dff3193a1ac469671827d67369f94a1dd795029a8,090012107013
2024-12-13,009b12c5e33246197e392c9dff3193a1ac469671827d67369f94a1dd795029a8,090012107013
2024-08-17,009bbcdea1082a2a35d5d1923f4b2e6951f95357c51f5b2b878413ade4cffc37,090075601003
2024-08-20,009bbcdea1082a2a35d5d1923f4b2e6951f95357c51f5b2b878413ade4cffc37,090075601003
2024-08-27,009bbcdea1082a2a35d5d1923f4b2e6951f95357c51f5b2b878413ade4cffc37,090075601003
2024-09-28,009bbcdea1082a2a35d5d1923f4b2e6951f95357c51f5b2b878413ade4cffc37,090075601003
2019-05-25,009ca20cd29ae778a94b4503dcb63b917a9d64996008ac8af6592029b418a2f5,090093526003
2019-11-03,009ca20cd29ae778a94b4503dcb63b917a9d64996008ac8af6592029b418a2f5,361070204023
2023-01-03,009ce506d28cab007a7a3b907faec17b1c31588e1577525cb44244456a56c495,
2023-01-14,009ce506d28cab007a7a3b907faec17b1c31588e1577525cb44244456a56c495,
2019-02-09,009fb541c09f53d7aad7b4ebe7af40658784c0a4be3ab8028d0b97707e954be7,360610070001
2023-08-20,00a0e8b85909653e50aef7d63b91074c42a30fcfab81d213dd42399c4ec1e9db,090091422002
2020-10-10,00a314c6ae9978631fa8aeb739f5043562ad0570cc92dd6ce716b54fcac90e80,090011003002
2023-06-10,00a337b427ec5b18c0cbb0ddf40bfd1d46990f3c2e326ebb04d9b12b918e9d85,090034661011
2024-08-30,00a34239c3b214c9669cb17db6f06c6e8462f103f390ab8670461f61e10c6a87,090118705013
2023-07-10,00a4a7317501332d32ae4f5d3e57192342a731f7bc03d97dbe2acff6d0f05587,090034903021
2023-11-20,00a4a7317501332d32ae4f5d3e57192342a731f7bc03d97dbe2acff6d0f05587,090034903021
2023-11-27,00a4a7317501332d32ae4f5d3e57192342a731f7bc03d97dbe2acff6d0f05587,090034903021
2023-12-18,00a4a7317501332d32ae4f5d3e57192342a731f7bc03d97dbe2acff6d0f05587,090034903021
2024-04-01,00a4a7317501332d32ae4f5d3e57192342a731f7bc03d97dbe2acff6d0f05587,090034903021
2024-07-15,00a4a7317501332d32ae4f5d3e57192342a731f7bc03d97dbe2acff6d0f05587,090034903021
2024-08-19,00a4a7317501332d32ae4f5d3e57192342a731f7bc03d97dbe2acff6d0f05587,090034903021
2024-11-11,00a4a7317501332d32ae4f5d3e57192342a731f7bc03d97dbe2acff6d0f05587,090034903021
2024-12-30,00a4a7317501332d32ae4f5d3e57192342a731f7bc03d97dbe2acff6d0f05587,090034903021
2023-07-23,00a5c23c7a10fae5512a5da37cec4a84772e065aa7fe39a3f3d932c00eb4a91a,090091756004
2024-01-28,00a5c23c7a10fae5512a5da37cec4a84772e065aa7fe39a3f3d932c00eb4a91a,090091756004
2024-06-16,00a5c23c7a10fae5512a5da37cec4a84772e065aa7fe39a3f3d932c00eb4a91a,090091756004
2024-08-25,00a5c23c7a10fae5512a5da37cec4a84772e065aa7fe39a3f3d932c00eb4a91a,090091756004
2024-09-01,00a5c23c7a10fae5512a5da37cec4a84772e065aa7fe39a3f3d932c00eb4a91a,090091756004
2024-09-02,00a5c23c7a10fae5512a5da37cec4a84772e065aa7fe39a3f3d932c00eb4a91a,090091756004
2024-09-08,00a5c23c7a10fae5512a5da37cec4a84772e065aa7fe39a3f3d932c00eb4a91a,090091756004
2024-09-15,00a5c23c7a10fae5512a5da37cec4a84772e065aa7fe39a3f3d932c00eb4a91a,090091756004
2024-09-12,00a77b66c16bae2b6b8ec458d97a48187f2562afac15702096c4402af120b441,
2024-12-05,00a77b66c16bae2b6b8ec458d97a48187f2562afac15702096c4402af120b441,
2024-08-28,00a8dd2160ebfbbabe8e672921bd9fdf903cf5e2333fbe756aa52ddf650f2d8f,090138902022
2024-09-18,00aa0bf01fbd14a0a1749b3dc0ac416e4415a50fe9d9f8dc4812e7a2205deb12,090159001001
2023-08-19,00aa271a8a112a9e75762705aa8dc5cd567372f99b1b101c15e598492404839d,090159051002
2023-09-10,00ae52b3461e222db5372f4f71657da9bcd52cbed17c3f936ef96d16f88d7a20,090034962001
2023-09-11,00ae52b3461e222db5372f4f71657da9bcd52cbed17c3f936ef96d16f88d7a20,090034962001
2024-06-07,00afae1b59decec75d77907737ef04e96641bd6d8184275d76b470552ad8ceb9,090034175001
2024-08-16,00afae1b59decec75d77907737ef04e96641bd6d8184275d76b470552ad8ceb9,090034175001
2024-09-27,00afae1b59decec75d77907737ef04e96641bd6d8184275d76b470552ad8ceb9,090034175001
2024-10-18,00afae1b59decec75d77907737ef04e96641bd6d8184275d76b470552ad8ceb9,090034175001
2023-05-08,00afec85082f84ef1e834e5d3c1e3cc44305395722f6744ea788a6b2eadf1498,090034772001
2023-01-28,00b01a869f6689aa6eccc49db4ab877c495e80a3f6396be54c660fdd462123aa,090091712004
2024-10-02,00b0bd4e75454a27ce9f4e6f750f388a8522efdccdf0eb42469cc793830c8e62,090117141032
2024-11-06,00b0bd4e75454a27ce9f4e6f750f388a8522efdccdf0eb42469cc793830c8e62,090117141032
2019-09-30,00b26505694e80411fb39b33150510fd8f7691215de2ac03a28e42869cd23ae0,361190134002
2022-11-25,00b425c3531ca5b7ac0dfcc587881b887e713ebcaf8794803d86dc622324c7b1,
2022-11-26,00b425c3531ca5b7ac0dfcc587881b887e713ebcaf8794803d86dc622324c7b1,
2022-11-28,00b425c3531ca5b7ac0dfcc587881b887e713ebcaf8794803d86dc622324c7b1,
2023-04-08,00b4c6e3c775392ee6c3afb9e8ac83b4103d30cd86627e239c0e6ee13c4716cc,250277221002
2019-04-24,00b58bd8ea2cfe3d4dbb4756c011766b28951af4abd4018fc7569c3952798ed6,470650110022
2019-05-24,00b73bf8d7a3ca6bafe489e72de5af5c847de1c3b74993f51b1dbf3bc24a82ad,090034976003
2022-12-25,00b7da6f7699e61f892a476d73637e953b589b46bb965962931835383e78254a,250259817001
2021-06-12,00b82e6bd898c3d56fd779a9050a3311703358c63cf726fc4e493a2a52da70c8,090034872021
2021-09-12,00ba3b532c7298193bceb0fd5c0533f8c45ef6c463545960d94c0539e57da0b3,090091251002
2021-09-15,00ba3b532c7298193bceb0fd5c0533f8c45ef6c463545960d94c0539e57da0b3,090091251002
2021-09-16,00ba3b532c7298193bceb0fd5c0533f8c45ef6c463545960d94c0539e57da0b3,090091251002
2021-09-18,00ba3b532c7298193bceb0fd5c0533f8c45ef6c463545960d94c0539e57da0b3,090091251002
2021-09-19,00ba3b532c7298193bceb0fd5c0533f8c45ef6c463545960d94c0539e57da0b3,090091251002
2023-09-23,00bb3773242b3e3c9089ac55a7e8b4d151d3e7da48413da7bfeff5de16381dad,090093432002
2024-07-12,00bdc8ee08313831cd4befce54cfa742be71a080edf4b9db9e990d588fc30476,090117001003
2024-10-25,00bdc8ee08313831cd4befce54cfa742be71a080edf4b9db9e990d588fc30476,090117001003
2024-08-31,00bee954881a2180a6979c7342abb9d6c29c67283c34867bbf216c047026f84a,090091712002
2024-11-23,00bee954881a2180a6979c7342abb9d6c29c67283c34867bbf216c047026f84a,090091712002
2024-11-07,00bf83659fe814978774e3360a53d90f3c91d700840e0d7e2e53992af96b94ea,090033301001
2024-11-29,00bf83659fe814978774e3360a53d90f3c91d700840e0d7e2e53992af96b94ea,090033301001
2024-12-14,00c00c386432bf2bf484febddb62d89f0de703fd4bec45d90305dc466051b132,090091654004
2023-08-31,00c33f675a88f65ee4438137fa322d12d96a981a72213c133ad903dc5e1047c9,090075851005
2024-09-25,00c4e14fd9d509ef21ce54f2913ccdcdc48f9356dbb7d04b77d648aa942ac6e1,
2023-03-26,00c527c2fe136a27248d19978bde972600e77a74715eddedef29ff7fffe0fe9d,
2022-12-30,00c55270462aa3f1e583ac3d3ea7697048e12983879a073129c42beb7a15c24e,
2023-09-09,00c6042704d3dd2f721172d4dfd3b970784f7afc7c48dd07c72ea2e7537af448,361190084043
2023-06-15,00c7c79eba9cd745803546ec5b40ed8c10f47d46a0f4c389c3e0f6aee59e223b,090091712002
2024-07-17,00c8410c1b441f18838dfe2a13b7edb76886f3cd86a6ea1901338c1575818302,090117011005
2024-07-31,00c8410c1b441f18838dfe2a13b7edb76886f3cd86a6ea1901338c1575818302,090117011005
2023-08-01,00cd945855be453d0bd7a07521f1c1fb887791f22ee150c99c461f58c995043b,090034872022
2023-08-02,00cd945855be453d0bd7a07521f1c1fb887791f22ee150c99c461f58c995043b,090034872022
2023-08-29,00cd945855be453d0bd7a07521f1c1fb887791f22ee150c99c461f58c995043b,090034872022
2023-10-06,00cd945855be453d0bd7a07521f1c1fb887791f22ee150c99c461f58c995043b,090034872022
